SKU*,Description
VZ-F03-009-PS,"<div> <div> <p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/VZ-F03-009-LS.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>CRYSTAL CLEAR &amp; ANTI-GLARE</strong>: Made of fine finish A grade auto glass. You will have crystal clear rear viewing image. This ensures a safer riding. Lens anti-glare Silver : with 50% anti-reflective coating, eliminates glare in normal environments. Mirror Dia: 65mm.</li> 	<li><strong>FULL ANGLE ADJUSTMENT – 360°</strong> mirror head rotating plus 45° joint swinging allows full adjustment to the correct angle of the rear view. The stainless steel screws allow quickly locking the mirror at the right position firmly.</li> 	<li><strong>COMPATIBLE</strong>: Any bike's handlebar inside diameter: Fits inside handlebar within Min 16mm ~&nbsp; max 23mm, great for mountain and road bikes. Weight: 87g = 0.192lbs.</li> 	<li><strong>SOLID &amp; LONG LASTING</strong> –&nbsp; Base Material: Eco-Friendly High Impact Nylon with Fiber. Very solid construction ensures this mirror to last a long time.&nbsp; The mirror won’t shake , crack or break even during downhill bike riding.</li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide 2-year warranty!&nbsp; Made in Taiwan.</li> </ul> </div> </div> "
VZ-F03-009-R,"<div> <p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/VZ-F03-009-R.jpg"" style=""width: 970px;"" /></p>  <ul> 	<li><strong>CRYSTAL CLEAR &amp; ANTI-GLARE</strong>: Made of fine finish A grade auto glass. You will have crystal clear rear viewing image. This ensures a safer riding. Lens anti-glare Blue:75%&nbsp; with anti-reflective coating, eliminates glare in normal environments. Mirror Dia: 65mm.</li> 	<li><strong>FULL ANGLE ADJUSTMENT – 360°</strong> mirror head rotating plus 45° joint swinging allows full adjustment to the correct angle of the rear view. The stainless steel screws allow quickly locking the mirror at the right position firmly.</li> 	<li><strong>COMPATIBLE</strong>: Any bike's handlebar inside diameter: Fits inside handlebar within Min 16mm ~&nbsp; max 23mm, great for mountain and road bikes. Weight: 87g = 0.192lbs.</li> 	<li><strong>SOLID &amp; LONG LASTING</strong> –&nbsp; Base Material: Eco-Friendly High Impact Nylon with Fiber. Very solid construction ensures this mirror to last a long time.&nbsp; The mirror won’t shake , crack or break even during downhill bike riding.</li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide 2-year warranty!&nbsp; Made in Taiwan.</li> </ul> </div>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/X2IpHLsYzPw?rel=0"" width=""560""></iframe></p> "
VZ-F03-009-RS,"<div> <div> <p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/VZ-F03-009-LS.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>CRYSTAL CLEAR &amp; ANTI-GLARE</strong>: Made of fine finish A grade auto glass. You will have crystal clear rear viewing image. This ensures a safer riding. Lens anti-glare Silver : with 50% anti-reflective coating, eliminates glare in normal environments. Mirror Dia: 65mm.</li> 	<li><strong>FULL ANGLE ADJUSTMENT – 360°</strong> mirror head rotating plus 45° joint swinging allows full adjustment to the correct angle of the rear view. The stainless steel screws allow quickly locking the mirror at the right position firmly.</li> 	<li><strong>COMPATIBLE</strong>: Any bike's handlebar inside diameter: Fits inside handlebar within Min 16mm ~&nbsp; max 23mm, great for mountain and road bikes. Weight: 87g = 0.192lbs.</li> 	<li><strong>SOLID &amp; LONG LASTING</strong> –&nbsp; Base Material: Eco-Friendly High Impact Nylon with Fiber. Very solid construction ensures this mirror to last a long time.&nbsp; The mirror won’t shake , crack or break even during downhill bike riding.</li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide 2-year warranty!&nbsp; Made in Taiwan.</li> </ul> </div> </div> "
VZ-F05-002,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/VZ-F05-002-EBC970(1).jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>COMPATIBLE:</strong> 22.2mm flat handlebar mounted bell only. Great for mountain bikes , city, and e bikes.</li> 	<li><strong>LOUD &amp; CLEAR</strong>: The bell generates loud and clear sound. The sound could travel long distance without any weakness. Give the pedestrians enough time. Please view the video.</li> 	<li><strong>QUALITY</strong>: The bell's material: brass top with plastic base. The base is UV resistance for long lasting.</li> 	<li><strong>SPECIFICATIONS</strong>: Size: 42x28mm, weight:45g=0.1bs.</li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide a 2 year warranty !</li> </ul> <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/1DUcWQCmzz8"" width=""560""></iframe></p>"
VZ-F13-004,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/_DSC8486.jpg"" style=""width: 1134px; height: 700px;"" /></p>  <ul> 	<li><strong>COMPATIBILITY</strong>: Great for mountain bikes or road bikes with 9mm or 10mm quick release front wheel axle. Fit all size wheels and frames. Need to take off front wheel first and mount quick release to the rack, easy and fast installation. Please watch the video in the listing.</li> 	<li><strong>INSTALLATION</strong>: Need to install the bike roof rack on the SUV or car's roof crossbars. Front Attach : T Bolt or Clamp on fit cross bars: Max. thickness: 35mm, Max Width: 65mm; Rear Attach: Clamp on ONLY: fit cross bars: Max. thickness: 35mm or 1.37"", Max Width: 110mm or 4.33"".</li> 	<li><strong>LIGHT &amp; STRONG</strong>: VZ-F13-004 is made of aluminum for super light weight and solid construction, only weigh 2.6kg and up to 20kg or 45 lbs max loaded weight (tested 22.5kg or 50 lbs).</li> 	<li><strong>ONE-HAND OPERATION</strong>: The auto lock system of rear wheel mount is super easy to operate by only one hand, suit for any size of bike wheel including deep V rim wheels.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/y9mq938vCA8?rel=0"" width=""560""></iframe></p> "
VZ-F13-004-2,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/_DSC8529.jpg"" style=""width: 973px; height: 600px;"" /></p>  <ul> 	<li><strong>COMPATIBILITY</strong>: Great for mountain bikes or road bikes with 9mm or 10mm quick release front wheel axle. Fit all size wheels and frames. Need to take off front wheel first and mount quick release to the rack, easy and fast installation. Please watch the video in the listing.</li> 	<li><strong>INSTALLATION</strong>: Need to install the bike roof rack on the SUV or car's roof crossbars. Front Attach : T Bolt or Clamp on fit cross bars: Max. thickness: 35mm, Max Width: 65mm; Rear Attach: Clamp on ONLY: fit cross bars: Max. thickness: 35mm or 1.37"", Max Width: 110mm or 4.33"".</li> 	<li><strong>LIGHT &amp; STRONG</strong>: VZ-F13-004 is made of aluminum for super light weight and solid construction, only weigh 2.6kg and up to 20kg or 45 lbs max loaded weight (tested 22.5kg or 50 lbs).</li> 	<li><strong>ONE-HAND OPERATION</strong>: The auto lock system of rear wheel mount is super easy to operate by only one hand, suit for any size of bike wheel including deep V rim wheels.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <ul> 	<li>&nbsp;</li> </ul>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/y9mq938vCA8?rel=0"" width=""560""></iframe></p> "
VZ-F13-006,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/DSC04101.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>SAFE &amp; QUALITY</strong>: We understand that the roof rack has to be very strong. The bike rack is developed based on safety test in the factory in Taiwan.&nbsp; Max. carry capacity 17kg ( 37 lbs ). Max travel speed: 100 km/hour or 65 mile/hour.</li> 	<li class=""public-DraftStyleDefault-unorderedListItem public-DraftStyleDefault-depth0 public-DraftStyleDefault-listLTR"" data-block=""true"" data-editor=""8e6da"" data-offset-key=""bv7j1-0-0""> 	<div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""bv7j1-0-0""><span data-offset-key=""bv7j1-0-0"" style=""font-weight: bold;""><span data-text=""true"">ANTI-RUST: </span></span><span data-offset-key=""bv7j1-0-1""><span data-text=""true"">The car bike rack is made of anti rust coating treated steel.</span></span></div> 	</li> 	<li><strong>EASY INSTALL TAKE OF</strong>F – Very easy to install on the car roof crossbars. It fits most aero or square crossbars, Max. thickness: 45mm or 1.77' , Max Width: 85mm or 3.35”. Simply clamp the metal brackets on the crossbars. The bracket position could be fully adjusted to fit the different distance of the car crossbars.</li> 	<li><strong>ADJUSTABLE</strong>: Adjustable quick release straps for different wheel sizes. (Fits any size bike). Including All Accessories.</li> 	<li><strong>ORDER NOW, WORRY FREE! </strong>We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <p>&nbsp;</p>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ZTL0PVlRBmw"" width=""560""></iframe></p> "
VZ-F13-010,"<div><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/_DSC7308.jpg"" style=""width: 970px; height: 600px;"" /></div>  <ul> 	<li> 	<div><strong>DURABLE AND SAFE TO USE</strong>:&nbsp; Oversized diameter tubing and anti-rotation inserts for great stability. Max Loading: 25kg/55 lbs. Protects your bike's finish with rubber coated clamps. Constructed of rust-resistant, sturdy steel with black powder coat finish.</div> 	</li> 	<li> 	<div><strong>DESIGNED FOR USE:</strong>&nbsp; Ideal for mounting your lady or Y shape bike to a car rack or home storage unit, an alternative way which allows the bike didn't have one straight bar cross, to have extra clearance when putting your bicycle on hitch boot bike ute tow ball spare wheel car rack or vertical home bike storage rack.</div> 	</li> 	<li> 	<div><strong>EASY TO USE</strong>: Installs quickly and securely to your seat post and stem to adopt a wide range of bikes for transport, keeps your bike mounted solidly on single and dual-arm mounts attaches to your bike's seat post and handlebar stem post. Easy push to operate pin and interlocking gate keeps each clamp closed.</div> 	</li> 	<li> 	<div><strong>CAPACITY AND COMPATIBILITY</strong>: Adapter that makes your bike compatible with most mast-style hitch racks; bike capacity: 1 bike weighing up to 55lbs.&nbsp; Fits a variety of bike sizes with a telescoping tube that adjusts from 24” to 32” long - great for kids ladies dual suspension cruiser small mountain road bikes and sloping down tubes.</div> 	</li> 	<li> 	<div><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</div> 	</li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/-hxAw3THSjI"" width=""560""></iframe></p> "
VZ-F13-014-5,"<div><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/DSC08725(1).jpg"" style=""width: 970px;"" /></div>  <div>Hitch Mount Bike Carrier<br /> VZ-F13-009 is compatible with your 2' hitch car, easy to attach on with fixed stick.<br /> <br /> End reflector<br /> The reflector is located at the end of the rack, which makes your trip much safer.<br /> <br /> Flexible strap<br /> Suit for any size of bike's top tube and provides perfect protection for your bicycle and car.<br /> <br /> SPEC:<br /> Max Loading: 5 Bikes. Weight Capacity: 75kg<br /> Top Tube Compatible: 25mm to 40mm diameter<br /> Hitch Compatible: 2'<br /> Material: Steel<br /> Finish: black epoxy powder coating<br /> Full Instruction Included<br /> Weight: 15.1kg = 33.28lbs<br /> Made in Taiwan<br /> Lifetime Warranty<br /> <br /> If you have ladies, Kids or Y shape Frame bike, please use a bike adaptor (NOT included).</div>  <div>&nbsp;</div>  <div>&nbsp;</div>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/eiDj7I_Eln4"" width=""560""></iframe></p> "
VZ-F18-013,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/VZ-F18-013.jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>ACCURATE</strong>: Digital bike shock pump gives you exactly pressure measurement. Much more accurate than a normal gauge pump. High pressure up to 300 PSI with clear digital gauge. Hi-tech LCD Display panel.</li> 	<li><strong>QUALITY</strong>: The barrel is made of high quality 6063 aluminum. It ensures pumping reliability.</li> 	<li><strong>AIR BLEED BUTTON</strong>: You may have pumped too much air in the shocks or forks. The air bleed button allows to release the excess air without disconnecting the pump hose. Micro adjust 2-3 PSI air Bleeder.</li> 	<li><strong>PORTABLE</strong>: Length: 220mm = 8.5 inch, Weight: 260g = 0.38lbs. Very light and portable. You can carry it with you all the time.&nbsp;</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide 5-year warranty! Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/LUVQHgu5CZc?rel=0"" width=""560""></iframe></p> "
VZ-F18-016,"<p><img alt="" src=""https://www.cyclingdeal.com.au/assets/images/970(28).jpg"" style=""width: 970px; height: 600px;"" /></p>  <ul> 	<li><strong>REVERSAL VALVE</strong>: Fits both presta and schrader valves with a simple reversal, seals strong so there are no annoying leaks! Seamless Aluminum Alloy barrel. Steel Piston. Hi-Strength Nylon Base.</li> 	<li><strong>HIGH PRESSURE</strong>: Max: 200 PSI air pressure. Hi-Strength hickory wood handle. Quality stainless steel gauge.</li> 	<li><strong>STABLE AND EXTRA BITS</strong>: Aluminum alloy barrel with ergonomically designed comfortable handle also ball inflation needle and inflatable device valve. Needle and valve are securely screwed on the holder.</li> 	<li><strong>LIGHT &amp; STRONG:</strong> The weight:1204g = 2.65 lbs. Height: 690mm = 27.1 inch.</li> 	<li><strong>ORDER NOW, WORRY FREE!</strong> We're so confident about our product quality that we can provide a life time warranty!&nbsp; Made in Taiwan.</li> </ul>  <p style=""text-align: center;""><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/DV6abeA5DCs"" width=""560""></iframe></p> "
